Locus_Tag,Protein Name,Functional_Group_Name,KO_IDs,KEGG_Pathway_IDs,KEGG_Pathway_Names,KEGG_Pathway_Categories,COG_Category_ID,COG_Category_Name,EC_Numbers,EC_Descriptions,GO_IDs,GO_Names,PFAM_Domains,Tags,Subcategories,Confidence_Score,Notes,
BFJEKD_17460,Copper-transporting ATPase CopA,Heavy metal transport and resistance,"['K01533', 'K17686']",['map02040'],['Two-component system (metal resistance)'],['Environmental Information Processing'],COG2217,Inorganic ion transport and metabolism,"['7.2.2.8', '3.6.3.54']","['P-type Cu+ transporter ATPase', 'ATPase activity, coupled to transmembrane movement of substances']","['GO:0048471', 'GO:0071280', 'GO:0005902', 'GO:0000287', 'GO:0030424', 'GO:0043588', 'GO:0010288', 'GO:0045914', 'GO:0048286', 'GO:0016324']","['metal ion transmembrane transporter activity', 'cellular response to copper ion', 'integral component of plasma membrane', 'ATP binding', 'copper ion transport', 'ATPase activity', 'cation transmembrane transporter activity', 'response to metal ion', 'transmembrane transporter activity', 'plasma membrane']","[{'id': 'PF00122', 'name': 'E1-E2_ATPase'}, {'id': 'PF00403', 'name': 'HMA'}, {'id': 'PF00702', 'name': 'Hydrolase'}]","['heavy metal transport', 'copper transport', 'P-type ATPase', 'membrane transporter']",['Carbon Concentrating & Fixation'],High,"Comprehensive annotation with multiple KO terms, EC numbers, extensive GO terms, and PFAM domains. Key protein for copper homeostasis and metal resistance.",
BFJEKD_17465,aminodeoxychorismate/anthranilate synthase component II,Aromatic Amino Acid Biosynthesis,"['K01658', 'K01664']",['map00400'],"['Phenylalanine, tyrosine and tryptophan biosynthesis']",['Metabolism'],COG0512,Amino acid transport and metabolism,"['4.1.3.27', '2.6.1.85']","['2-amino-4-deoxychorismate lyase', 'para-aminobenzoate synthetase component II']","['GO:0004048', 'GO:0004640', 'GO:0006541', 'GO:0005829', 'GO:0046654', 'GO:0046820', 'GO:0005886', 'GO:0009507', 'GO:0005950', 'GO:0046656']","['aminodeoxychorismate lyase activity', 'aminodeoxychorismate synthase activity', 'tryptophan biosynthetic process', 'cytosol', 'aromatic amino acid family biosynthetic process', 'glutamine amidotransferase activity', 'plasma membrane', 'chloroplast', 'chorismate biosynthetic process', 'aromatic compound biosynthetic process']","[{'id': 'PF00117', 'name': 'GATase'}]","['aromatic amino acid biosynthesis', 'tryptophan biosynthesis', 'enzyme complex', 'glutamine amidotransferase']",['Amino Acid Biosynthesis'],High,"Complete annotation with KO, EC, GO, and PFAM consistent; key enzyme in tryptophan and PABA biosynthesis pathways; useful for grouping in amino acid metabolism.",
BFJEKD_17470,Anthranilate phosphoribosyltransferase,Aromatic Amino Acid Biosynthesis,"['K00766', 'K13497']",['map00400'],"['Phenylalanine, tyrosine and tryptophan biosynthesis']",['Metabolism'],COG0547,Amino acid transport and metabolism,['2.4.2.18'],['anthranilate phosphoribosyltransferase'],"['GO:0004048', 'GO:0004640', 'GO:0006541', 'GO:0005829', 'GO:0046654', 'GO:0046820', 'GO:0005886', 'GO:0009507', 'GO:0005950', 'GO:0046656']","['aminodeoxychorismate lyase activity', 'aminodeoxychorismate synthase activity', 'tryptophan biosynthetic process', 'cytosol', 'aromatic amino acid family biosynthetic process', 'glutamine amidotransferase activity', 'plasma membrane', 'chloroplast', 'chorismate biosynthetic process', 'aromatic compound biosynthetic process']","[{'id': 'PF00117', 'name': 'GATase'}, {'id': 'PF04101', 'name': 'Glycos_transf_3N'}, {'id': 'PF00534', 'name': 'Glycos_transf_3'}]","['aromatic amino acid biosynthesis', 'tryptophan biosynthesis', 'phosphoribosyltransferase', 'enzyme']",['Unknown & Hypothetical Proteins'],High,Complete and consistent annotation; enzyme catalyzes key step in tryptophan biosynthesis; multiple KO terms reflect multifunctional roles.,
BFJEKD_17475,indole-3-glycerol phosphate synthase TrpC,Aromatic Amino Acid Biosynthesis,['K01609'],['map00400'],"['Phenylalanine, tyrosine and tryptophan biosynthesis']",['Metabolism'],COG0134,Amino acid transport and metabolism,['4.1.1.48'],['indole-3-glycerol phosphate synthase'],"['GO:0004640', 'GO:0006541', 'GO:0005829', 'GO:0046654', 'GO:0046820', 'GO:0005886', 'GO:0009507', 'GO:0005950', 'GO:0046656', 'GO:0008152']","['aminodeoxychorismate synthase activity', 'tryptophan biosynthetic process', 'cytosol', 'aromatic amino acid family biosynthetic process', 'glutamine amidotransferase activity', 'plasma membrane', 'chloroplast', 'chorismate biosynthetic process', 'aromatic compound biosynthetic process', 'metabolic process']","[{'id': 'PF00926', 'name': 'IGPS'}]","['aromatic amino acid biosynthesis', 'tryptophan biosynthesis', 'indole-3-glycerol phosphate synthase', 'enzyme']",['Amino Acid Biosynthesis'],High,"Well-annotated key enzyme in tryptophan biosynthesis; consistent KO, EC, GO, and PFAM domains.",
BFJEKD_17480,transcriptional repressor LexA,DNA Damage Response and Repair,['K01356'],['map03420'],['Mismatch repair'],['Genetic Information Processing'],COG1974,Transcription,['3.4.21.88'],['serine endopeptidase'],"['GO:0006355', 'GO:0003677', 'GO:0006281', 'GO:0008236', 'GO:0005634', 'GO:0003674', 'GO:0006974', 'GO:0001217', 'GO:0009892', 'GO:0042802']","['regulation of transcription, DNA-templated', 'DNA binding transcription factor activity', 'DNA repair', 'serine-type endopeptidase activity', 'nucleus', 'molecular_function', 'response to DNA damage stimulus', 'transcription repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding', 'negative regulation of transcription, DNA-templated', 'regulation of DNA-binding transcription factor activity']","[{'id': 'PF00196', 'name': 'LexA_DNA_bind'}, {'id': 'PF00717', 'name': 'Peptidase_S24'}]","['DNA damage response', 'SOS response', 'transcriptional repressor', 'autocatalytic cleavage', 'DNA repair regulation']",['Amino Acid Biosynthesis'],High,Complete and well-supported annotation; key regulator of SOS response; important for stress response grouping and differential expression under DNA damage.,
BFJEKD_17485,Nucleoside recognition protein,Membrane Transporter - Nucleoside Transport,,,,,,,,,,,,"['membrane transporter', 'nucleoside transport']",['Protein Processing & Degradation'],Low,"No KO, EC, GO, or COG annotations available; annotation based on product and description only. Likely a membrane protein involved in nucleoside recognition/transport.",
BFJEKD_17490,AsnC family transcriptional regulator,Transcriptional Regulator - Lrp/AsnC Family,['K03719'],['ko03015'],['Two-component system'],['Environmental Information Processing'],COG1522,Transcription,,,"['GO:0043565', 'GO:0005829', 'GO:0043200']","['sequence-specific DNA binding', 'cytosol', 'transcription regulator activity']","[{'id': 'PF03466', 'name': 'AsnC_trans_reg'}, {'id': 'PF13545', 'name': 'HTH_24'}]","['transcriptional regulator', 'Lrp/AsnC family', 'DNA binding']",['Cell Wall & Envelope Biogenesis'],High,"Well-annotated transcriptional regulator with KO, COG, GO, and PFAM domains supporting function.",
BFJEKD_17495,Methyl-accepting chemotaxis protein (MCP),Signal Transduction - Chemotaxis,['K03406'],['ko02030'],['Bacterial chemotaxis'],['Environmental Information Processing'],COG0840,Signal transduction mechanisms,,,"['GO:0007165', 'GO:0006935', 'GO:0016020', 'GO:0004888']","['signal transduction', 'chemotaxis', 'integral component of membrane', 'transmembrane signaling receptor activity']","[{'id': 'PF00672', 'name': 'HAMP'}, {'id': 'PF00015', 'name': 'MCPsignal'}]","['chemotaxis', 'signal transduction', 'membrane receptor']",['Cell Wall & Envelope Biogenesis'],High,"Complete annotation with KO, COG, GO, and PFAM domains consistent with MCP function.",
BFJEKD_17500,BMP family ABC transporter substrate-binding protein,Membrane Transporter - ABC Transporter Substrate Binding,"['K02058', 'K07335']",['ko02010'],['ABC transporters'],['Membrane Transport'],COG1744,Inorganic ion transport and metabolism,,,['GO:0005886'],['plasma membrane'],"[{'id': 'PF02470', 'name': 'Bmp'}]","['ABC transporter', 'substrate-binding protein', 'membrane transporter']","['Protein Folding, Quality Control & Stress Response']",High,Strong evidence for ABC transporter substrate-binding function with multiple KO terms and PFAM domain.,
BFJEKD_17505,ABC transporter permease,Membrane Transporter - ABC Transporter Permease,"['K02057', 'K23536']",['ko02010'],['ABC transporters'],['Membrane Transport'],COG1079,Inorganic ion transport and metabolism,,,"['GO:0022857', 'GO:0055085', 'GO:0016020']","['transmembrane transporter activity', 'membrane component', 'integral component of membrane']","[{'id': 'PF02653', 'name': 'BPD_transp_2'}]","['ABC transporter', 'permease', 'membrane transporter']",['Toxin-Antitoxin & Phage Defense'],High,"Complete annotation supporting ABC transporter permease function with KO, COG, GO, and PFAM.",
BFJEKD_17510,"Sugar ABC transporter permease, branched-chain amino acid transport system permease component",ABC Transporter Permease,"['K02057', 'K23535']",['map02010'],['ABC transporters'],['Membrane transport'],COG4603,ABC-type transport system permease protein,,,"['GO:0022857', 'GO:0055085', 'GO:0016020']","['transmembrane transporter activity', 'membrane potential', 'integral component of membrane']","[{'id': 'BPD_transp_2', 'name': 'BPD_transp_2'}]","['membrane transporter', 'ABC transporter', 'branched-chain amino acid transport']",['Toxin-Antitoxin & Phage Defense'],High,Permease component of ABC transporter involved in branched-chain amino acid transport; KO terms confirm ABC transporter function; no EC number as permease components lack enzymatic activity.,
BFJEKD_17515,"ABC transporter ATP-binding protein, general nucleoside transport system ATPase component",ABC Transporter ATPase,"['K02056', 'K23537']",['map02010'],['ABC transporters'],['Membrane transport'],COG3845,ABC-type transport system ATPase component,['3.6.3.17'],['ATP phosphohydrolase (ABC transporter)'],"['GO:0005524', 'GO:0016020', 'GO:0055085', 'GO:0022857', 'GO:0005886', 'GO:0016887', 'GO:0005829', 'GO:0015147', 'GO:0015148', 'GO:0006869']","['ATP binding', 'integral component of membrane', 'membrane potential', 'transmembrane transporter activity', 'plasma membrane', 'ATPase activity', 'cytosol', 'nucleoside transmembrane transporter activity', 'nucleoside transmembrane transporter activity', 'transmembrane transport']","[{'id': 'ABC_tran', 'name': 'ABC transporter ATP-binding domain'}]","['membrane transporter', 'ABC transporter', 'ATPase component', 'nucleoside transport']",['Cell Wall & Envelope Biogenesis'],High,ATPase component of ABC transporter complex; EC number assigned from KO; extensive GO terms support transporter and ATPase activities.,
BFJEKD_17520,"Sodium-independent anion transporter, sulfate permease SulP family",Sulfate Transporter (MFS Superfamily),['K03321'],['map00920'],['Sulfur metabolism'],['Metabolism'],COG0659,Sulfate permease and related transporters (MFS superfamily),,,"['GO:0055085', 'GO:0016020']","['membrane potential', 'integral component of membrane']","[{'id': 'STAS', 'name': 'STAS domain'}, {'id': 'Sulfate_transp', 'name': 'Sulfate transporter domain'}, {'id': 'cNMP_binding', 'name': 'Cyclic nucleotide-binding domain'}]","['membrane transporter', 'anion transporter', 'sulfate transport', 'MFS superfamily']",['Polyhydroxyalkanoates & Storage Lipids'],High,"Sulfate permease of SulP family, part of MFS superfamily; KO and COG confirm sulfate transport function; no EC number as transporter.",
BFJEKD_17525,Peptide-methionine (R)-S-oxide reductase (MsrB),Oxidative Stress Response Enzyme,['K07305'],['map00480'],['Glutathione metabolism'],['Metabolism'],COG0229,Peptide methionine sulfoxide reductase,['1.8.4.12'],['Peptide-methionine (R)-S-oxide reductase'],"['GO:0008270', 'GO:0005506', 'GO:0000304', 'GO:0005886', 'GO:0005737', 'GO:0006979', 'GO:0005829', 'GO:0046872', 'GO:0005634', 'GO:0009570']","['metal ion binding', 'iron ion binding', 'response to oxidative stress', 'plasma membrane', 'cytoplasm', 'response to oxidative stress', 'cytosol', 'oxidoreductase activity', 'nucleus', 'thylakoid']","[{'id': 'SelR', 'name': 'SelR domain'}]","['oxidative stress response', 'methionine sulfoxide reductase', 'redox enzyme']",['Unknown & Hypothetical Proteins'],High,MsrB enzyme reduces oxidized methionine residues; KO and EC numbers consistent; important for oxidative stress defense.,
BFJEKD_17530,PAS domain-containing protein with CheY-homologous receiver domain,Signal Transduction Protein (Two-Component System),,['map02020'],['Two-component system'],['Environmental Information Processing'],COG2202,Signal transduction mechanisms,,,"['GO:0000160', 'GO:0043709', 'GO:1902201', 'GO:0005886', 'GO:0052621']","['two-component signal transduction system', 'signal transducer activity', 'regulation of signal transduction', 'plasma membrane', 'regulation of cellular process']","[{'id': 'GGDEF', 'name': 'GGDEF domain'}, {'id': 'PAS_4', 'name': 'PAS domain'}, {'id': 'Response_reg', 'name': 'Response regulator receiver domain'}]","['signal transduction', 'two-component system', 'PAS domain', 'response regulator']",['Unknown & Hypothetical Proteins'],Medium,Likely a response regulator involved in two-component signaling; lacks KO but PFAM and GO support function; useful for grouping in regulatory pathways.,
BFJEKD_17535,Hypothetical protein,Uncharacterized protein,,,,,,,,,,,,"['hypothetical protein', 'unknown function']",['Secretion & Transport Systems'],Low,No functional annotation available; sequence and domain searches did not yield significant hits.,
BFJEKD_17540,Cyclopropane-fatty-acyl-phospholipid synthase,Lipid metabolism - Fatty acid modification,['K00574'],['map00564'],['Glycerophospholipid metabolism'],['Metabolism'],COG2230,Cyclopropane fatty acid synthase and related methyltransferases,['2.1.1.79'],['cyclopropane-fatty-acyl-phospholipid synthase'],"['GO:0005829', 'GO:0005886', 'GO:0008168', 'GO:0008825', 'GO:0042783', 'GO:0006633', 'GO:0005737', 'GO:0008610', 'GO:0009274', 'GO:0006629']","['cytosol', 'plasma membrane', 'methyltransferase activity', 'cyclopropane fatty acid synthase activity', 'lipid modification', 'fatty acid metabolic process', 'mitochondrion', 'fatty acid biosynthetic process', 'cell wall', 'lipid metabolic process']","[{'id': 'PF02353', 'name': 'CMAS'}]","['lipid metabolism', 'fatty acid modification', 'methyltransferase', 'membrane-associated enzyme']",['Secretion & Transport Systems'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains; involved in membrane lipid modification.",
BFJEKD_17545,Fur family transcriptional regulator,Transcriptional regulation - Metal ion homeostasis,['K09823'],['map02024'],['Quorum sensing'],['Environmental Information Processing'],,,,,"['GO:0008270', 'GO:0005829', 'GO:0006355', 'GO:1900376', 'GO:0000976', 'GO:0003700', 'GO:0045892']","['zinc ion binding', 'cytosol', 'regulation of transcription, DNA-templated', 'regulation of metal ion transport', 'DNA binding, RNA polymerase II transcription factor sequence-specific DNA binding', 'transcription factor activity, sequence-specific DNA binding', 'positive regulation of transcription, DNA-templated']","[{'id': 'PF01475', 'name': 'Fur'}]","['transcriptional regulator', 'metal ion homeostasis', 'zinc uptake regulator', 'DNA-binding protein']",['Secretion & Transport Systems'],High,Well-annotated transcriptional regulator involved in metal ion homeostasis and quorum sensing regulation.,
BFJEKD_17550,3-oxoacyl-[acyl-carrier-protein] reductase (FabG),Fatty acid biosynthesis,,['map00061'],['Fatty acid biosynthesis'],['Metabolism'],COG1028,Short-chain dehydrogenases/reductases (SDR),,,,,"[{'id': 'PF00106', 'name': 'adh_short_C2'}]","['fatty acid biosynthesis', 'oxidoreductase', 'short-chain dehydrogenase']",['Carbon Concentrating & Fixation'],Medium,Annotated as FabG based on PFAM and COG; lacks KO and GO but likely involved in fatty acid biosynthesis.,
BFJEKD_17555,Hypothetical protein,Uncharacterized protein,,,,,,,,,,,,"['hypothetical protein', 'unknown function']",['Amino Acid Biosynthesis'],Low,No functional annotation available; sequence and domain searches did not yield significant hits.,
BFJEKD_17560,Hypothetical protein,Uncharacterized protein,,,,,,,,,,,,"['hypothetical protein', 'unknown function']",['Unknown & Hypothetical Proteins'],Low,No functional annotation available; likely uncharacterized protein. Exclude or treat cautiously in downstream analyses.,
BFJEKD_17565,Cold shock protein CspC,Cold shock response proteins,['K03704'],['ko02040'],['Two-component system'],['Environmental Information Processing'],COG1278,"Posttranscriptional modification, protein turnover, chaperones",,,['GO:0003676'],['nucleic acid binding'],"[{'id': 'PF00313', 'name': 'Cold shock domain (CSD)'}]","['cold shock protein', 'RNA binding', 'stress response']",['Amino Acid Biosynthesis'],High,Well-annotated cold shock protein involved in RNA binding and stress response; useful marker for cold stress conditions.,
BFJEKD_17570,ATP-dependent RNA helicase RhlE,RNA helicases and RNA metabolism,['K11927'],['ko03018'],['RNA degradation'],['Genetic Information Processing'],COG0513,RNA processing and modification,['3.6.4.13'],['ATP-dependent RNA helicase'],"['GO:0005829', 'GO:0003676', 'GO:0003724', 'GO:0005524']","['cytosol', 'nucleic acid binding', 'RNA binding', 'ATP binding']","[{'id': 'PF00270', 'name': 'DEAD/DEAH box helicase'}, {'id': 'PF00271', 'name': 'Helicase C-terminal domain'}]","['RNA helicase', 'RNA metabolism', 'ATP-dependent enzyme']",['Amino Acid Biosynthesis'],High,Complete and consistent annotation; important for RNA processing and degradation pathways.,
BFJEKD_17575,Ferredoxin,Electron transport proteins,,,,,COG0633,Energy production and conversion,,,"['GO:0051537', 'GO:0051536']","['2Fe-2S cluster binding', 'iron-sulfur cluster binding']","[{'id': 'PF00111', 'name': 'Ferredoxin-type iron-sulfur binding domain'}]","['ferredoxin', 'electron transport', 'iron-sulfur protein']",['Protein Processing & Degradation'],Medium,No KO or EC assigned; ferredoxin involved in electron transfer; important in redox reactions.,
BFJEKD_17580,ABC transporter substrate-binding protein DdpA,ABC transporters - substrate-binding proteins,['K02035'],['ko02010'],['ABC transporters'],['Membrane transport'],COG0747,Inorganic ion transport and metabolism,,,"['GO:1904680', 'GO:0015833', 'GO:0055085', 'GO:0043190']","['peptide transport', 'nickel ion transmembrane transporter activity', 'membrane transporter activity', 'extracellular region']","[{'id': 'PF00496', 'name': 'Bacterial extracellular solute-binding protein, family 5'}]","['ABC transporter', 'substrate-binding protein', 'peptide transport', 'nickel transport']",['Cell Wall & Envelope Biogenesis'],High,Well-annotated substrate-binding protein of ABC transporter system; relevant for nutrient uptake and metal ion transport.,
BFJEKD_17585,Peptide ABC transporter permease protein DppB,Peptide ABC Transporter Permease,['K02033'],['map02010'],['ABC transporters'],['Membrane transport'],COG0601,ABC-type transport system permease protein,,,"['GO:0055085', 'GO:0071916', 'GO:0016020']","['transmembrane transport', 'peptide transport', 'integral component of membrane']","[{'id': 'PF02653', 'name': 'BPD_transp_1'}]","['peptide transport', 'ABC transporter', 'membrane permease']",['Cell Wall & Envelope Biogenesis'],High,Complete annotation with KO and GO terms consistent with peptide ABC transporter permease function; no EC number as permeases lack enzymatic activity.,
BFJEKD_17590,Peptide ABC transporter permease protein DppC,Peptide ABC Transporter Permease,['K02034'],['map02010'],['ABC transporters'],['Membrane transport'],COG1173,ABC-type transport system permease protein,,,"['GO:0055085', 'GO:0016020']","['transmembrane transport', 'integral component of membrane']","[{'id': 'PF02653', 'name': 'BPD_transp_1'}, {'id': 'PF03169', 'name': 'OppC_N'}]","['peptide transport', 'ABC transporter', 'membrane permease']","['Protein Folding, Quality Control & Stress Response']",High,Annotation consistent with peptide ABC transporter permease subunit; multiple PFAM domains support permease function.,
BFJEKD_17595,Peptide ABC transporter ATP-binding protein DppD,Peptide ABC Transporter ATPase,['K02031'],['map02010'],['ABC transporters'],['Membrane transport'],COG0444,ABC-type transport system ATPase,['3.6.3.-'],['ATPase involved in transmembrane movement of substances'],"['GO:0016887', 'GO:0005524']","['ATPase activity', 'ATP binding']","[{'id': 'PF00005', 'name': 'ABC_tran'}]","['peptide transport', 'ABC transporter', 'ATPase']",['Toxin-Antitoxin & Phage Defense'],High,ATP-binding subunit of peptide ABC transporter; KO to EC mapping inferred EC 3.6.3.- (ABC transporter ATPase).,
BFJEKD_17600,ABC transporter ATP-binding protein DppF,ABC Transporter ATPase / Type IV TA system,['K02032'],['map02010'],['ABC transporters'],['Membrane transport'],COG1124,ABC-type transport system ATPase,['3.6.3.-'],['ATPase involved in transmembrane movement of substances'],"['GO:0016887', 'GO:0005524']","['ATPase activity', 'ATP binding']","[{'id': 'PF00005', 'name': 'ABC_tran'}]","['ABC transporter', 'ATPase', 'toxin-antitoxin system']",['Toxin-Antitoxin & Phage Defense'],Medium,Annotated as ABC transporter ATPase; putative AbiEii toxin domain suggests possible dual function in Type IV toxin-antitoxin system.,
BFJEKD_17605,DsbA family oxidoreductase,Oxidoreductase / Disulfide bond formation,,,,,COG2761,DsbA family oxidoreductase,['1.8.4.2'],['protein-disulfide reductase (dithiol-disulfide interchange)'],['GO:0016491'],['oxidoreductase activity'],"[{'id': 'PF01328', 'name': 'DSBA'}]","['oxidoreductase', 'disulfide bond formation', 'protein folding']",['Cell Wall & Envelope Biogenesis'],Medium,No KO assigned; EC inferred from function and PFAM domain; involved in disulfide bond formation important for protein folding.,
BFJEKD_17610,Lipid A Biosynthesis N-terminal domain protein,Lipid A Biosynthesis,,,,,COG3952,Function unknown,,,"['GO:0008915', 'GO:0009245']","['lipid A biosynthetic process', 'lipid A disaccharide synthase activity']","[{'id': 'PF04968', 'name': 'LAB_N'}]","['lipid A biosynthesis', 'membrane-associated enzyme']",['Polyhydroxyalkanoates & Storage Lipids'],Medium,"Protein contains lipid A biosynthesis domain with GO terms supporting function; no KO or EC available, limiting full pathway mapping.",
BFJEKD_17615,4-amino-4-deoxy-L-arabinose transferase (PMT family-like),Glycosyltransferase / Cell Envelope Modification,,,,,,,,,,,"[{'id': 'PF01715', 'name': 'PMT_2'}]","['glycosyltransferase', 'cell envelope modification', 'membrane protein']",['Unknown & Hypothetical Proteins'],Low,"No KO, EC, GO, or COG annotations; function inferred from PFAM domain and product name only.",
BFJEKD_17620,"DNA-binding transcriptional regulator, MocR family",Transcriptional Regulation / Aminotransferase,['K00375'],['ko03015'],['Two-component system'],['Environmental Information Processing'],COG1167,Transcription,,,"['GO:0009058', 'GO:0006355', 'GO:0003700', 'GO:0030170']","['biosynthetic process', 'DNA-templated transcription, initiation', 'sequence-specific DNA binding transcription factor activity', 'regulation of nitrogen utilization']","[{'id': 'PF00155', 'name': 'Aminotran_1_2'}, {'id': 'PF00392', 'name': 'GntR'}]","['transcriptional regulator', 'MocR family', 'aminotransferase domain']",['Unknown & Hypothetical Proteins'],High,KO and GO terms support transcriptional regulatory function with aminotransferase domain; well-annotated for regulatory role.,
BFJEKD_17625,Pyridoxamine 5'-phosphate oxidase,Vitamin B6 Metabolism / Oxidoreductase,['K07005'],['ko00750'],['Vitamin B6 metabolism'],['Metabolism'],COG3467,Coenzyme metabolism,['1.4.3.5'],['pyridoxamine-phosphate oxidase'],,,"[{'id': 'PF01243', 'name': 'Pyridox_ox_2'}]","['vitamin B6 metabolism', 'oxidoreductase', 'coenzyme biosynthesis']",['Secretion & Transport Systems'],High,KO allows inference of EC number and pathway; no GO terms provided but function well established.,
BFJEKD_17630,Propionyl-CoA--succinate CoA transferase (Citrate lyase alpha subunit),CoA Transferase / Citrate Cycle,['K18118'],"['ko00020', 'ko00620']","['Citrate cycle (TCA cycle)', 'Pyruvate metabolism']","['Metabolism', 'Energy metabolism']",COG0427,Energy production and conversion,['2.8.3.18'],['succinyl-CoA:acetate CoA-transferase'],"['GO:1901289', 'GO:0016740', 'GO:0005739', 'GO:0008410', 'GO:0019427', 'GO:0006084', 'GO:0003986', 'GO:0008775', 'GO:0043821', 'GO:0045733', 'GO:0006083']","['acetyl-CoA transferase activity', 'transferase activity, transferring acyl groups', 'mitochondrion', 'succinyl-CoA transferase activity', 'propionate metabolic process', 'acetyl-CoA metabolic process', 'citrate lyase activity', 'succinyl-CoA metabolic process', 'cellular metabolic compound salvage', 'acetate metabolic process', 'tricarboxylic acid cycle']","[{'id': 'PF02737', 'name': 'AcetylCoA_hyd_C'}, {'id': 'PF00441', 'name': 'AcetylCoA_hydro'}]","['CoA transferase', 'TCA cycle', 'energy metabolism', 'citrate lyase']",['Secretion & Transport Systems'],High,"Complete KO, EC, GO, and COG annotations support confident functional assignment in central metabolism.",
BFJEKD_17635,2-isopropylmalate synthase,Branched-chain amino acid biosynthesis,['K01649'],['map00290'],"['Valine, leucine and isoleucine biosynthesis']",['Amino acid metabolism'],COG0119,Amino acid transport and metabolism,['2.3.3.13'],['2-isopropylmalate synthase'],"['GO:0009058', 'GO:0003674', 'GO:0016740', 'GO:0005576', 'GO:0008270', 'GO:0009098', 'GO:0000287', 'GO:0044283', 'GO:0008152', 'GO:0008150']","['biosynthetic process', 'molecular_function', 'transferase activity', 'cellular_component', 'zinc ion binding', 'leucine biosynthetic process', 'ATP binding', 'small molecule metabolic process', 'biological_process', 'biological_process']","[{'id': 'PF00682', 'name': 'HMGL-like'}, {'id': 'PF08541', 'name': 'LeuA_dimer'}]","['amino acid biosynthesis', 'leucine biosynthesis', 'transferase']",['Secretion & Transport Systems'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains consistent with leucine biosynthesis enzyme; suitable for grouping in amino acid metabolism.",
BFJEKD_17640,phosphoadenylyl-sulfate reductase,Sulfur metabolism,['K00390'],['map00920'],['Sulfur metabolism'],['Metabolism'],COG0175,Inorganic ion transport and metabolism,"['1.8.4.10', '1.8.4.8']","['phosphoadenylyl-sulfate reductase (thioredoxin)', 'phosphoadenylyl-sulfate reductase (glutathione)']","['GO:0016491', 'GO:0005829', 'GO:0016740', 'GO:0004781', 'GO:0006750', 'GO:0003924', 'GO:0098624', 'GO:0003723', 'GO:0019344', 'GO:0004604']","['oxidoreductase activity', 'cytosol', 'transferase activity', 'phosphoadenosine phosphosulfate reductase activity', 'sulfur compound metabolic process', 'GTPase activity', 'protein tetramerization', 'RNA binding', 'sulfite metabolic process', 'peroxidase activity']","[{'id': 'PF01571', 'name': 'PAPS_reduct'}]","['sulfur metabolism', 'reductase', 'sulfate reduction']",['Carbon Concentrating & Fixation'],High,Well-annotated enzyme involved in sulfate assimilation; multiple EC numbers reflect different electron donors; important for sulfur metabolic pathway grouping.,
BFJEKD_17645,DUF934 domain-containing protein,"Unknown function, conserved protein",,,,,COG3749,Function unknown,,,,,"[{'id': 'PF06012', 'name': 'DUF934'}]","['unknown function', 'conserved protein', 'DUF934']",['Amino Acid Biosynthesis'],Low,"No functional annotation beyond conserved domain; lacks KO, EC, and GO terms; treat as unknown in functional grouping and DE analysis.",
BFJEKD_17650,sulfite reductase (NADPH) hemoprotein beta-component,Sulfur metabolism,['K00381'],['map00920'],['Sulfur metabolism'],['Metabolism'],COG0155,Inorganic ion transport and metabolism,['1.8.1.2'],['sulfite reductase (NADPH) hemoprotein beta-component'],"['GO:0016491', 'GO:0042602', 'GO:0005829', 'GO:0009337', 'GO:0016651', 'GO:0010494', 'GO:0000097', 'GO:0016002', 'GO:0019344', 'GO:0070814']","['oxidoreductase activity', 'heme binding', 'cytosol', 'sulfite metabolic process', 'iron-sulfur cluster binding', 'ferredoxin-NADP+ reductase activity', 'electron carrier activity', 'electron transfer activity', 'sulfite metabolic process', 'oxidoreductase complex']","[{'id': 'PF01077', 'name': 'NIR_SIR'}, {'id': 'PF03273', 'name': 'NIR_SIR_ferr'}]","['sulfur metabolism', 'sulfite reductase', 'oxidoreductase']",['Unknown & Hypothetical Proteins'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains; key enzyme in sulfur assimilation; important for sulfur metabolism grouping.",
BFJEKD_17655,DUF2849 domain-containing protein,"Unknown function, conserved protein",,,,,,,,,,,"[{'id': 'PF11011', 'name': 'DUF2849'}]","['unknown function', 'conserved protein', 'DUF2849']",['Amino Acid Biosynthesis'],Low,"No functional annotation available; no KO, EC, GO, or COG terms; treat as unknown in functional grouping and DE analysis.",
